Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales ,Quantity,Discount,Profit,Profit Margin,Month-Year,Years,Days to Ship,Discount Impact,AOV,High/Low Profit Flag
3926,CA-2014-103940,9/17/14,9/21/14,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,$57.93,3,0.00%,$16.22,28%,Sep-2014,2014,4,$0.00,$19.31,Profitable
3927,CA-2014-103940,9/17/14,9/21/14,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",$35.34,2,0.00%,$13.43,38%,Sep-2014,2014,4,$0.00,$17.67,Profitable
3928,CA-2014-103940,9/17/14,9/21/14,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,$137.24,5,20.00%,$46.32,34%,Sep-2014,2014,4,$34.31,$27.45,Profitable
3929,CA-2016-162082,3/14/16,3/17/16,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",$241.33,5,32.00%,-$14.20,-6%,Mar-2016,2016,3,$113.57,$48.27,Loss
3930,CA-2016-162082,3/14/16,3/17/16,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,$5.18,1,20.00%,$1.88,36%,Mar-2016,2016,3,$1.30,$5.18,Profitable
3931,CA-2016-162082,3/14/16,3/17/16,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",$145.54,7,20.00%,$16.37,11%,Mar-2016,2016,3,$36.39,$20.79,Profitable
3932,CA-2016-132094,8/26/16,9/2/16,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",$5.47,3,20.00%,$1.64,30%,Aug-2016,2016,7,$1.37,$1.82,Profitable
3933,CA-2016-132094,8/26/16,9/2/16,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,$47.98,2,20.00%,$13.20,28%,Aug-2016,2016,7,$12.00,$23.99,Profitable
3934,CA-2017-123001,9/2/17,9/8/17,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",$9.40,5,0.00%,$2.73,29%,Sep-2017,2017,6,$0.00,$1.88,Profitable
3935,CA-2017-123001,9/2/17,9/8/17,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,OFF-LA-10004544,Office Supplies,Labels,Avery 505,$74.00,5,0.00%,$37.00,50%,Sep-2017,2017,6,$0.00,$14.80,Profitable
3936,CA-2017-123001,9/2/17,9/8/17,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,$201.58,2,20.00%,$12.60,6%,Sep-2017,2017,6,$50.40,$100.79,Profitable
3937,CA-2015-118955,6/16/15,6/20/15,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-EN-10001028,Office Supplies,Envelopes,Staple envelope,$28.75,3,20.00%,$9.34,33%,Jun-2015,2015,4,$7.19,$9.58,Profitable
3938,CA-2015-118955,6/16/15,6/20/15,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,$27.22,3,20.00%,$9.87,36%,Jun-2015,2015,4,$6.80,$9.07,Profitable
3939,CA-2015-118955,6/16/15,6/20/15,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,$197.37,2,30.00%,-$25.38,-13%,Jun-2015,2015,4,$84.59,$98.69,Loss
3940,US-2016-143448,12/10/16,12/10/16,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Greenwood,Indiana,46142,Central,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,"$1,424.90",5,0.00%,$356.23,25%,Dec-2016,2016,0,$0.00,$284.98,Profitable
3941,CA-2017-117863,5/18/17,5/23/17,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",$14.56,2,0.00%,$6.26,43%,May-2017,2017,5,$0.00,$7.28,Profitable
3942,CA-2017-117863,5/18/17,5/23/17,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$3.05,1,20.00%,$1.03,34%,May-2017,2017,5,$0.76,$3.05,Profitable
3943,CA-2017-160458,5/27/17,5/29/17,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Memphis,Tennessee,38109,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,$25.92,5,20.00%,$9.07,35%,May-2017,2017,2,$6.48,$5.18,Profitable
3944,US-2016-142685,6/23/16,6/30/16,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Buffalo,New York,14215,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,$835.17,7,0.00%,$16.70,2%,Jun-2016,2016,7,$0.00,$119.31,Profitable
3945,CA-2016-133144,5/16/16,5/21/16,Second Class,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,$17.34,3,0.00%,$8.50,49%,May-2016,2016,5,$0.00,$5.78,Profitable
3946,CA-2017-167871,11/18/17,11/23/17,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,33030,South,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,$44.38,1,20.00%,$15.53,35%,Nov-2017,2017,5,$11.10,$44.38,Profitable
3947,CA-2017-167871,11/18/17,11/23/17,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,33030,South,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,$2.94,1,20.00%,-$0.66,-23%,Nov-2017,2017,5,$0.74,$2.94,Loss
3948,CA-2016-119963,11/18/16,11/22/16,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,$6.37,2,20.00%,$1.03,16%,Nov-2016,2016,4,$1.59,$3.18,Profitable
3949,CA-2016-119963,11/18/16,11/22/16,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",$48.85,2,20.00%,$15.88,33%,Nov-2016,2016,4,$12.21,$24.42,Profitable
3950,CA-2016-119963,11/18/16,11/22/16,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,$19.65,2,20.00%,$6.63,34%,Nov-2016,2016,4,$4.91,$9.82,Profitable
3951,CA-2016-119963,11/18/16,11/22/16,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",$255.11,6,30.00%,-$18.22,-7%,Nov-2016,2016,4,$109.33,$42.52,Loss
3952,CA-2014-121167,11/28/14,11/30/14,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,Freeport,New York,11520,East,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",$17.25,2,20.00%,$6.04,35%,Nov-2014,2014,2,$4.31,$8.62,Profitable
3953,US-2016-151862,3/1/16,3/8/16,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,80219,West,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,$159.98,2,20.00%,$14.00,9%,Mar-2016,2016,7,$40.00,$79.99,Profitable
3954,CA-2017-152961,1/15/17,1/19/17,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Quincy,Massachusetts,2169,East,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",$12.70,2,0.00%,$5.84,46%,Jan-2017,2017,4,$0.00,$6.35,Profitable
3955,CA-2014-133228,4/4/14,4/9/14,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,48205,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,$5.47,1,0.00%,$2.35,43%,Apr-2014,2014,5,$0.00,$5.47,Profitable
3956,CA-2014-133228,4/4/14,4/9/14,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,48205,Central,OFF-AR-10001955,Office Supplies,Art,Newell 319,$79.36,4,0.00%,$23.81,30%,Apr-2014,2014,5,$0.00,$19.84,Profitable
3957,CA-2016-114951,6/26/16,7/3/16,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",$22.14,3,0.00%,$6.42,29%,Jun-2016,2016,7,$0.00,$7.38,Profitable
3958,CA-2016-156573,5/29/16,6/2/16,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211,South,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,$11.28,3,70.00%,-$8.65,-77%,May-2016,2016,4,$26.31,$3.76,Loss
3959,CA-2016-156573,5/29/16,6/2/16,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,$4.45,2,20.00%,$0.33,8%,May-2016,2016,4,$1.11,$2.22,Profitable
3960,CA-2016-156573,5/29/16,6/2/16,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211,South,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,$44.76,3,20.00%,$14.55,33%,May-2016,2016,4,$11.19,$14.92,Profitable
3961,CA-2015-113901,10/19/15,10/24/15,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Detroit,Michigan,48227,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,$38.28,6,0.00%,$17.61,46%,Oct-2015,2015,5,$0.00,$6.38,Profitable
3962,CA-2015-113901,10/19/15,10/24/15,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Detroit,Michigan,48227,Central,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,$149.95,5,0.00%,$44.99,30%,Oct-2015,2015,5,$0.00,$29.99,Profitable
3963,CA-2017-134838,2/19/17,2/20/17,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,$12.84,3,0.00%,$3.47,27%,Feb-2017,2017,1,$0.00,$4.28,Profitable
3964,CA-2017-134838,2/19/17,2/20/17,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045,West,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,$44.67,3,0.00%,$12.06,27%,Feb-2017,2017,1,$0.00,$14.89,Profitable
3965,CA-2016-120257,9/22/16,9/28/16,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10003481,Office Supplies,Art,Newell 348,$7.87,3,20.00%,$0.89,11%,Sep-2016,2016,6,$1.97,$2.62,Profitable
3966,CA-2014-164910,11/12/14,11/17/14,Second Class,DM-13345,Denise Monton,Corporate,United States,Asheville,North Carolina,28806,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,$7.87,3,20.00%,$0.89,11%,Nov-2014,2014,5,$1.97,$2.62,Profitable
3967,CA-2016-149902,4/1/16,4/6/16,Standard Class,DW-13540,Don Weiss,Consumer,United States,New York City,New York,10024,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,$88.04,4,0.00%,$22.89,26%,Apr-2016,2016,5,$0.00,$22.01,Profitable
3968,CA-2016-146010,5/20/16,5/23/16,First Class,EH-14125,Eugene Hildebrand,Home Office,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,$40.64,7,70.00%,-$32.51,-80%,May-2016,2016,3,$94.82,$5.81,Loss
3969,US-2015-163685,6/1/15,6/5/15,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,$5.73,8,80.00%,-$9.16,-160%,Jun-2015,2015,4,$22.91,$0.72,Loss
3970,US-2015-163685,6/1/15,6/5/15,Standard Class,KE-16420,Katrina Edelman,Corporate,United States,San Antonio,Texas,78207,Central,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,$42.24,10,20.00%,$13.20,31%,Jun-2015,2015,4,$10.56,$4.22,Profitable
3971,CA-2014-135090,11/22/14,11/26/14,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,$53.82,9,0.00%,$24.22,45%,Nov-2014,2014,4,$0.00,$5.98,Profitable
3972,CA-2015-132374,2/22/15,2/24/15,Second Class,PS-19045,Penelope Sewall,Home Office,United States,Sterling Heights,Michigan,48310,Central,OFF-AR-10001615,Office Supplies,Art,Newell 34,$79.36,4,0.00%,$20.63,26%,Feb-2015,2015,2,$0.00,$19.84,Profitable
3973,CA-2016-167556,3/29/16,4/2/16,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,10009,East,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8î x 11î",$13.48,2,0.00%,$6.74,50%,Mar-2016,2016,4,$0.00,$6.74,Profitable
3974,CA-2016-167556,3/29/16,4/2/16,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",$29.80,5,20.00%,$9.31,31%,Mar-2016,2016,4,$7.45,$5.96,Profitable
3975,CA-2016-167556,3/29/16,4/2/16,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,10009,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",$414.00,8,0.00%,$124.20,30%,Mar-2016,2016,4,$0.00,$51.75,Profitable
3976,CA-2016-167556,3/29/16,4/2/16,Standard Class,JM-15250,Janet Martin,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,$41.33,7,20.00%,$14.98,36%,Mar-2016,2016,4,$10.33,$5.90,Profitable
3977,US-2016-116400,10/22/16,10/24/16,First Class,EB-13930,Eric Barreto,Consumer,United States,Richmond,Virginia,23223,South,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",$39.92,4,0.00%,$11.18,28%,Oct-2016,2016,2,$0.00,$9.98,Profitable
3978,CA-2017-101308,10/2/17,10/7/17,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,98105,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,$8.94,3,0.00%,$4.11,46%,Oct-2017,2017,5,$0.00,$2.98,Profitable
3979,CA-2017-101308,10/2/17,10/7/17,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,$84.78,2,20.00%,-$20.14,-24%,Oct-2017,2017,5,$21.20,$42.39,Loss
3980,CA-2014-114517,12/23/14,12/27/14,Standard Class,TH-21235,Tiffany House,Corporate,United States,New York City,New York,10024,East,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,$53.32,2,40.00%,-$19.55,-37%,Dec-2014,2014,4,$35.54,$26.66,Loss
3981,CA-2014-114517,12/23/14,12/27/14,Standard Class,TH-21235,Tiffany House,Corporate,United States,New York City,New York,10024,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,$56.52,3,0.00%,$15.83,28%,Dec-2014,2014,4,$0.00,$18.84,Profitable
3982,CA-2017-119564,12/15/17,12/20/17,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",$22.77,3,0.00%,$9.79,43%,Dec-2017,2017,5,$0.00,$7.59,Profitable
3983,CA-2016-135265,7/7/16,7/9/16,Second Class,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,90045,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",$287.97,4,20.00%,-$3.60,-1%,Jul-2016,2016,2,$71.99,$71.99,Loss
3984,CA-2016-135265,7/7/16,7/9/16,Second Class,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,"$2,799.96",5,20.00%,$944.99,34%,Jul-2016,2016,2,$699.99,$559.99,Profitable
3985,CA-2016-135265,7/7/16,7/9/16,Second Class,CC-12370,Christopher Conant,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,$48.94,1,0.00%,$24.47,50%,Jul-2016,2016,2,$0.00,$48.94,Profitable
3986,CA-2016-108735,4/17/16,4/21/16,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,Lakewood,California,90712,West,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",$257.50,3,15.00%,$24.24,9%,Apr-2016,2016,4,$45.44,$85.83,Profitable
3987,CA-2017-112333,4/8/17,4/14/17,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,"$2,591.56",4,0.00%,$621.97,24%,Apr-2017,2017,6,$0.00,$647.89,Profitable
3988,CA-2017-112333,4/8/17,4/14/17,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,$41.95,5,0.00%,$10.49,25%,Apr-2017,2017,6,$0.00,$8.39,Profitable
3989,US-2016-159415,4/17/16,4/22/16,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Columbia,Tennessee,38401,South,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W",$79.12,5,20.00%,$13.85,18%,Apr-2016,2016,5,$19.78,$15.82,Profitable
3990,CA-2014-122588,11/25/14,11/27/14,Second Class,AR-10540,Andy Reiter,Consumer,United States,Woonsocket,Rhode Island,2895,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,$52.96,2,0.00%,$20.12,38%,Nov-2014,2014,2,$0.00,$26.48,Profitable
3991,CA-2014-137589,11/3/14,11/8/14,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Lancaster,Pennsylvania,17602,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,$286.34,3,20.00%,-$64.43,-23%,Nov-2014,2014,5,$71.59,$95.45,Loss
3992,CA-2015-161998,5/1/15,5/5/15,Standard Class,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,33614,South,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,$63.55,3,20.00%,$14.30,23%,May-2015,2015,4,$15.89,$21.18,Profitable
3993,CA-2015-161998,5/1/15,5/5/15,Standard Class,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,33614,South,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",$41.38,3,20.00%,$4.65,11%,May-2015,2015,4,$10.34,$13.79,Profitable
3994,CA-2015-161998,5/1/15,5/5/15,Standard Class,DB-13120,David Bremer,Corporate,United States,Tampa,Florida,33614,South,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,$172.70,6,20.00%,$10.79,6%,May-2015,2015,4,$43.18,$28.78,Profitable
3995,CA-2015-105627,3/8/15,3/12/15,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",$512.94,3,0.00%,$97.46,19%,Mar-2015,2015,4,$0.00,$170.98,Profitable
3996,CA-2015-105627,3/8/15,3/12/15,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,$860.93,7,0.00%,$189.40,22%,Mar-2015,2015,4,$0.00,$122.99,Profitable
3997,CA-2015-105627,3/8/15,3/12/15,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,$769.95,5,0.00%,$223.29,29%,Mar-2015,2015,4,$0.00,$153.99,Profitable
3998,CA-2015-105627,3/8/15,3/12/15,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener,$14.98,1,0.00%,$4.49,30%,Mar-2015,2015,4,$0.00,$14.98,Profitable
3999,CA-2015-105627,3/8/15,3/12/15,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,$373.08,6,0.00%,$82.08,22%,Mar-2015,2015,4,$0.00,$62.18,Profitable
4000,US-2015-149629,7/17/15,7/20/15,Second Class,MP-17965,Michael Paige,Corporate,United States,Port Saint Lucie,Florida,34952,South,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",$231.92,5,20.00%,$5.80,3%,Jul-2015,2015,3,$57.98,$46.38,Profitable
4001,CA-2014-116834,10/11/14,10/16/14,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,$63.47,11,0.00%,$19.04,30%,Oct-2014,2014,5,$0.00,$5.77,Profitable
4002,CA-2014-116834,10/11/14,10/16/14,Standard Class,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,$345.00,5,0.00%,$58.65,17%,Oct-2014,2014,5,$0.00,$69.00,Profitable
4003,CA-2016-145730,3/3/16,3/8/16,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",$637.90,3,30.00%,-$127.58,-20%,Mar-2016,2016,5,$273.38,$212.63,Loss
4004,CA-2016-145730,3/3/16,3/8/16,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier,$287.91,3,40.00%,$33.59,12%,Mar-2016,2016,5,$191.94,$95.97,Profitable
4005,CA-2016-145730,3/3/16,3/8/16,Standard Class,CC-12220,Chris Cortes,Consumer,United States,San Antonio,Texas,78207,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",$36.60,3,20.00%,$11.90,33%,Mar-2016,2016,5,$9.15,$12.20,Profitable
4006,US-2015-168732,12/10/15,12/16/15,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,$1.78,1,0.00%,$0.50,28%,Dec-2015,2015,6,$0.00,$1.78,Profitable
4007,US-2015-168732,12/10/15,12/16/15,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,$25.92,4,0.00%,$12.44,48%,Dec-2015,2015,6,$0.00,$6.48,Profitable
4008,US-2015-168732,12/10/15,12/16/15,Standard Class,KM-16660,Khloe Miller,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",$101.94,6,0.00%,$21.41,21%,Dec-2015,2015,6,$0.00,$16.99,Profitable
4009,CA-2015-107468,12/18/15,12/22/15,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Louisville,Colorado,80027,West,OFF-AR-10000634,Office Supplies,Art,Newell 320,$6.85,2,20.00%,$0.60,9%,Dec-2015,2015,4,$1.71,$3.42,Profitable
4010,CA-2017-144463,1/1/17,1/5/17,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",$474.43,11,0.00%,$199.26,42%,Jan-2017,2017,4,$0.00,$43.13,Profitable
4011,CA-2017-100811,11/21/17,11/24/17,First Class,CC-12475,Cindy Chapman,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,$8.45,2,20.00%,$2.64,31%,Nov-2017,2017,3,$2.11,$4.22,Profitable
4012,CA-2017-100811,11/21/17,11/24/17,First Class,CC-12475,Cindy Chapman,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,$39.30,4,20.00%,$3.93,10%,Nov-2017,2017,3,$9.82,$9.82,Profitable
4013,CA-2015-153612,12/22/15,12/27/15,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Superior,Wisconsin,54880,Central,OFF-AR-10000203,Office Supplies,Art,Newell 336,$17.12,4,0.00%,$4.96,29%,Dec-2015,2015,5,$0.00,$4.28,Profitable
4014,CA-2015-165624,8/23/15,8/28/15,Standard Class,FH-14350,Fred Harton,Consumer,United States,Atlanta,Georgia,30318,South,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,$542.94,3,0.00%,$152.02,28%,Aug-2015,2015,5,$0.00,$180.98,Profitable
